mudra_name,hand,wrist_x,wrist_y,thumb_cmc_x,thumb_cmc_y,thumb_mcp_x,thumb_mcp_y,thumb_ip_x,thumb_ip_y,thumb_tip_x,thumb_tip_y,index_finger_mcp_x,index_finger_mcp_y,index_finger_pip_x,index_finger_pip_y,index_finger_dip_x,index_finger_dip_y,index_finger_tip_x,index_finger_tip_y,middle_finger_mcp_x,middle_finger_mcp_y,middle_finger_pip_x,middle_finger_pip_y,middle_finger_dip_x,middle_finger_dip_y,middle_finger_tip_x,middle_finger_tip_y,ring_finger_mcp_x,ring_finger_mcp_y,ring_finger_pip_x,ring_finger_pip_y,ring_finger_dip_x,ring_finger_dip_y,ring_finger_tip_x,ring_finger_tip_y,pinky_finger_mcp_x,pinky_finger_mcp_y,pinky_finger_pip_x,pinky_finger_pip_y,pinky_finger_dip_x,pinky_finger_dip_y,pinky_finger_tip_x,pinky_finger_tip_y
katakamukha,left,77.39,189.86,96.93,185.5,108.84,172.73,115.03,162.39,117.24,154.59,113.7,137.26,123,128.07,127.76,137.23,131.9,147.05,99.49,128.41,114.1,111.74,117.23,131.27,120.3,148.73,83.29,124.58,86.3,95.73,88.5,74.05,91.94,53.99,66,127.19,56.16,108.99,47.96,97.78,41.66,84.82
katakamukha,left,76.71,189.32,96.35,184.79,108.5,170.6,115.3,159.2,118.7,151.6,110.59,135.42,120.48,124.08,127.07,132.48,132.69,142.01,96.75,127.61,112.21,110.91,117.22,129.61,121.14,146.39,81.06,124.67,83.94,95.55,85.43,73.6,87.93,53.54,64.46,127.85,54.15,109.5,45.44,98.27,38.85,85.52
katakamukha,left,69.06,194.89,91.37,200.08,107.22,193.04,112.99,186.59,108.21,177.89,114.63,151.95,127.03,152.64,120.43,172.42,114.06,186.42,98.63,143.76,110.49,131.81,105.31,160.3,101.53,181.78,80.59,138.04,85.98,110.25,91.83,93.3,96.55,74.97,62.62,136.62,58.76,111.26,56.52,95.71,54.61,77.12
katakamukha,left,77.36,188.11,96.05,184.09,108.43,168.6,115.78,154.94,117.64,145.47,109.4,134.56,120.25,121.69,127.8,128.95,133.95,138.44,95.69,127.06,111.23,109.41,117.04,126.61,121.35,142.4,79.81,124.83,82.69,95.85,83.51,74.6,85.51,55.28,62.85,128.93,52.06,110.72,43,99.9,36.27,87.35
katakamukha,left,74.98,190.86,95.76,182.13,109.25,160.37,118.62,142.8,128.44,133.68,104.35,131.2,118.31,117.87,127.95,125.34,135.25,134.81,91.54,125.06,108.02,105.54,117.53,119.58,123.93,133.82,76.6,124.35,78.12,94.38,79.15,72.38,80.95,52.63,60.45,130.08,49,112.48,39.4,101.82,31.84,90.21
katakamukha,left,75.19,191.6,96.46,180.06,110.66,156.39,121.91,138.41,135.84,128.5,101.78,129.08,114.1,113.65,127.25,117.88,138.98,123,88.94,123.81,105.28,104.53,117.33,116.55,126.08,128.38,74.65,123.2,76.81,92.73,78.52,71.29,80.63,52.31,59.25,128.78,48.33,110.79,38.48,100.67,30.39,89.83
katakamukha,left,73.53,190.7,94.62,179.22,109.43,152.38,122.09,132.73,138.25,121.7,96.17,128.27,109.5,112.94,125,114.4,138.67,115.87,85.55,123.01,103.93,104.32,118.86,112.19,129.12,121.01,72.81,121.72,76.42,92.62,80.58,71.11,84.15,52.11,59.38,126.82,47.99,109.58,37.61,99.78,28.73,89.88
katakamukha,left,73.92,186.68,94.06,175.57,108.09,148.66,120.62,129.42,136.28,119.42,95.65,126.99,109.31,112.55,124.89,111.57,138.57,111.37,85.5,121.75,101.88,104.72,117.62,108.75,128.84,115.01,73.29,119.86,77.33,92.85,82.31,73.57,86.67,57.31,60.6,123.7,49.2,108.63,37.97,99.86,28.56,91.02
katakamukha,left,72.6,181.05,92.41,170.05,106.29,145.37,117.65,127.53,132.57,117.5,98.38,123.18,109.94,109.88,123.98,110.9,136.58,111.53,88.11,117.51,104.38,101.08,117.35,107.74,126.65,115.02,75.3,115.22,80.14,88.44,84.95,68.86,89.13,51.43,61.32,118.64,51.78,101.86,42.92,92.19,35.14,82.39
katakamukha,left,74.18,176.28,93.44,165.71,106.97,143.14,117.22,126.34,130.22,117.37,98.34,118.07,109.74,104.34,123.15,107.29,135.4,110.6,87.12,113.15,103.8,95.82,116.46,106.24,125.75,116.25,74.33,111.94,77.55,84.23,81.21,63.95,84.62,45.74,60.41,116.33,50.54,99.16,41.76,89.07,34.41,78.41
katakamukha,left,77,171.27,94.39,162.54,106.61,141.61,116.8,125.42,131,117.36,99.6,116.47,110.54,103.51,122.85,106.82,134.54,111.22,88.25,111.49,104.52,94.57,115.89,105.18,124.54,114.93,75.31,110.46,78.76,83.88,82.33,64.05,86.12,46.06,61.24,115.13,51.02,97.94,42.93,87.5,36.68,75.96
katakamukha,left,74.36,172.56,94.04,161.31,108.03,140.68,118.76,126.04,131.27,116.95,100.06,115.36,110.37,100.8,122.92,106.68,134.1,113.13,89.06,110.96,105.46,95.72,116.93,106.88,124.94,117.21,76.03,110.21,80.61,83.4,85.39,64.1,89.6,47.2,61.19,114.58,52.18,95.79,44.17,83.78,37.69,71.58
katakamukha,left,73.3,172.98,90.39,168.35,104.87,152.27,115.73,140.55,125.48,132.41,102.21,124.05,115.79,115.19,123.93,124.42,130.06,134.43,90.76,117.67,107.5,105.49,113.72,121.67,117.01,135.73,76.96,115.6,82.74,90.99,87.89,73.2,92.43,57.27,61.55,119.04,54.1,99.07,48.55,85.25,44.84,70.42
katakamukha,left,69.52,196.3,92.05,201.38,107.4,193.67,112.24,186.01,106.82,177.54,115.45,153.51,127.23,154.74,121.39,174.46,115.71,188.6,98.96,145.74,110.77,133.9,105.7,162.36,102.07,183.47,80.28,140.39,85.31,112.42,91.48,95.82,96.39,77.42,62.14,139.35,58.24,113.59,55.93,98.08,53.52,79.24
katakamukha,left,70.25,179.89,89.63,176.48,104.51,163.54,114.72,154.67,121.93,146.97,104.02,132.07,118.95,127.02,124.88,139.93,128.71,151.92,92.08,125.92,108.49,117.63,113.54,136.72,116.18,151.66,77.85,123.27,85.03,99.47,91.35,83.13,96.79,67.3,62.1,125.13,56.76,103.81,52.13,89.39,49.36,73.6
katakamukha,left,70.99,183.99,91.11,179.84,106.63,165.74,118.15,157.12,127.23,152.7,105.32,137.56,120.44,132.02,126.17,145.48,129.9,158.14,93.12,131.88,109.91,123.35,114.56,143.2,116.67,158.84,78.83,129.21,85.86,104.45,93.01,88.18,99.33,72.76,62.87,130.73,57.65,107.5,53.09,91.95,50.33,75.48
katakamukha,left,73.57,183.58,92.28,183,107.45,172.48,119.19,166.04,128.26,162.9,108.52,142.16,123.36,137.32,127.76,150.69,130.52,163.54,95.8,135.77,112.28,128.19,115.19,148.19,116.14,164.63,80.96,132.32,88.91,108.37,96.41,92.47,102.82,77.81,64.15,132.6,59.1,109.54,54.9,93.88,53,77.27
katakamukha,left,72.49,189.48,92.24,188.79,108.19,178.17,120.73,172.98,130.16,172.54,110.71,147.29,126.08,143.08,129.8,157.45,132.25,171.26,98.17,140.68,116.1,134.64,118.28,156.53,118.57,174.41,83.21,136.99,92.05,112.29,99.98,96.54,106.82,81.87,66.4,137.21,62.84,113.07,59.17,97.08,57.25,80.15
katakamukha,left,75.03,187.15,94.35,187.52,110.55,178.07,123.05,172.44,132.53,169.57,114.53,144.4,130.63,142.39,134.93,158.01,137.12,170.83,102.14,136.93,119.61,130.61,121.78,153.45,121.7,170.88,87.06,132.13,96.01,107.19,104.43,90.43,110.59,74.05,70.19,131.17,67.01,106.48,63.54,90.09,61.06,72.46
katakamukha,left,77.11,184.49,98.45,183.6,115.69,173.16,127.32,166.69,134.02,161.83,117.75,138.96,133.31,137.52,135.92,154.35,136.6,168.11,104.27,131.63,122.1,124.99,123.62,148.71,122.54,167.93,88.34,126.87,97.47,100.59,106.59,81.83,113.24,63.9,70.43,126.18,67.64,100.67,65.05,83.98,63.08,66.38
katakamukha,left,77.04,173.73,99.4,173.54,115.35,163.95,125.99,158.79,131.9,154.65,118.34,128.87,134.5,127.56,137.35,145.56,138.01,159.91,104.39,122.29,123.05,112.82,125.63,139.39,125.73,160.44,88.24,117.72,97.91,89.92,107.95,70.43,114.63,51.18,70.7,116.82,68.13,90.82,66.21,74.42,63.83,56.81
katakamukha,left,77.52,168.09,100.56,168.86,116.15,159.72,127.16,156,135.39,156.49,119.38,125.4,134.71,122.25,137.77,140.72,139.65,156.11,105.06,118.96,123.91,112.59,125.78,137.72,125.83,156.74,88.74,114.18,97.83,87.61,107.23,70.65,114.93,53.49,71.13,113,66.35,87.5,61.96,71.72,58.99,54.08
katakamukha,left,77.28,170.63,98.91,169.82,113.85,159.83,124.8,154.4,133.98,153.55,118.71,127.13,134.76,123.54,138.16,139.99,139.94,154.67,104.95,120.35,123.03,114.03,125.55,137.43,126.06,155.44,88.84,115.96,97.28,89.45,105.59,72.62,112.47,56.34,70.61,115.09,66.43,89.73,62.88,73.17,61.22,55.37
katakamukha,left,75.95,175.09,93.79,174.59,108.49,166.74,118.97,162.72,126.94,160.03,114.95,134.64,132.12,134.92,135.46,150.65,136.48,163.12,102.13,127.39,121.01,121.99,123.32,144.17,123.42,161.41,86.33,122.27,96.67,98.29,104.73,81.21,110.53,64.37,68.6,121.02,65.03,97.06,60.98,81.79,57.84,64.95
katakamukha,left,70.33,194.34,92.43,201.52,108.27,194.03,113.7,186.25,110.6,177.84,115.57,153.83,126.27,153.54,120.63,174.72,115.57,190.98,98.11,146.7,111.64,136.9,105.63,165.25,100.9,186.01,79.65,141.26,85.1,112.93,91.84,97.9,97.1,81.9,61.5,139.57,57.52,113.61,54.28,98.29,51.47,80.47
katakamukha,left,71.35,177.68,71.98,173.69,81.33,164.08,97.4,161.02,110.02,160.84,85.55,130.35,94.67,113.56,102.78,113.03,109.85,115.42,94.24,135.03,113.28,132.46,120.23,152.52,121.05,170.62,98.14,142.83,115.71,141.86,121.89,158.41,122.89,172.05,99.03,150.87,110.4,145.21,114.17,145.7,114.3,146.69
katakamukha,left,65.85,186.54,84.33,187.23,98.25,178.27,107.93,172.48,114.15,170.26,104.03,146.8,119.41,142.72,124.23,156.41,126.72,171.14,91.5,140.54,107.94,131.55,110.62,151.87,110.95,169.71,76.97,137.19,86.16,111.46,94.03,98.5,100.53,87.28,60.62,137.6,54.83,114.97,49.56,100.33,47.06,85.42
katakamukha,left,66.2,188.79,83.67,188.47,98.93,178.35,110.93,172.83,120.27,171.83,103.38,149.35,119.9,146.54,125.01,158.89,128.25,171.94,91.48,142.56,110.16,134.64,113.73,154.93,114.14,173.13,77.01,139.42,88.42,115.37,96.61,103.72,102.76,93.43,60.25,140.05,55.11,118.81,49.96,104.15,46.83,89.19
katakamukha,left,67.13,190.24,83.9,190.66,99.78,182.39,112.83,178.01,123.59,177.21,104.61,154.03,120.6,152.62,125.67,165.09,129.22,177.78,92.82,147.25,111.94,140.39,115.69,159.74,116.76,177.86,78.32,143.97,90.75,122.15,99.45,112.13,106.02,104.05,61.46,144.03,56.23,122.37,51.85,106.92,49.6,92.26
katakamukha,left,68.11,193.96,85.58,193.56,101.69,183.32,114.98,179.19,126.4,181.19,104.88,153.63,122.67,152.17,127.38,165.6,130.47,178.69,93.23,147.22,111.41,141.11,114.59,161.77,115.99,179.27,78.9,143.88,88.77,120.43,97.33,106.36,104.18,93.73,62.42,144.49,57.04,122.53,52.11,107.41,49.24,91.35
katakamukha,left,70.7,195.12,87.59,194.26,102.77,184.57,115.87,180.33,127.7,181.43,106.41,153.67,123.62,151.1,128.98,164.75,132.71,177.73,95.1,147.13,113.8,141.43,117.44,162.79,119.26,179.77,81.1,143.59,91.35,120.53,100.23,105.53,107.4,91.25,65.21,144.05,61.18,122.21,56.58,107.3,53.53,91.12
katakamukha,left,78.31,175.85,97.67,175.74,112.77,165.13,123.88,158,132.55,153.76,115.68,131.43,130.67,126.63,135.72,140.74,138.68,153.35,103.05,124.75,120.66,115.72,124.16,137.48,125.04,154.93,88.18,121.04,96.2,95.48,103.88,77.48,109.47,59.83,71.98,121.17,67.29,98.19,62.86,83.43,59.19,67.06
katakamukha,left,76.05,178.18,93.26,177.31,107.39,167.66,119.41,161.88,129.73,159.29,111.1,136.26,126.62,132.56,131.97,145.26,135.51,156.44,99.51,129.53,117.35,121.92,121.35,142.22,122.77,158.68,85.31,125.9,93.31,102.09,100.37,85.24,105.83,69.07,69.36,126.56,63.95,104.43,58.84,89.88,55.19,73.85
katakamukha,left,73.51,183.03,90.39,181.87,104.29,171.27,116.01,165.46,127,165.81,106.19,141.13,121.92,136.19,127.62,148.87,131.41,161.08,94.88,135.13,112.49,128.41,116.69,147.74,119.11,162.79,81.41,132.2,90.33,108.96,97.2,93.81,103.26,79.48,66.03,133.03,60.64,111.02,55.41,96.76,52.55,81.42
katakamukha,left,68.07,185.5,87.06,183.06,101.52,170.59,111.87,163.5,119.32,161.97,103.75,142.23,118.98,138.47,123.74,151.48,126.77,164.06,92.09,135.92,109.04,128.16,112.88,148.04,113.89,164.58,78.12,132.97,85.57,108,93.02,92.76,99.29,78.79,62.21,133.96,55.92,110.9,51.27,95.74,48.85,79.72
katakamukha,left,68.02,195.54,89.19,203.1,103.81,196.12,107.95,189.15,104.03,180.74,113.47,154.19,124.51,154,119.21,174.74,114,189.63,97.18,146.73,109.08,136.89,103.85,165.37,100,185.36,79.04,141.61,82.95,113.92,89.45,97.76,94.6,80.33,61.37,140.25,57.44,114.71,54.02,99.49,50.63,81.9
katakamukha,left,67.06,179.21,83.17,180.13,97.48,171.21,109.07,165.25,117.63,161.86,101.56,142.88,116.02,138.48,120.44,150.22,124.68,162.94,90.67,136.1,108.33,128.22,111.71,146.95,113.37,164.62,77.23,132.79,85.92,109.82,90.46,98.57,94.14,89.98,61.05,133.11,57.22,112.95,52.6,98.63,49.82,84.84
katakamukha,left,69.23,179.61,85.39,177.53,98.95,166.21,110.09,159.92,118.86,159.68,102.36,137.44,116.65,133.56,121.39,146,124.96,158.78,90.71,131.49,106.49,123.39,109.6,142.87,110.52,159.86,77.1,128.66,84.69,103.82,91.04,89.93,96.5,77.82,61.54,129.75,55.96,107.71,50.89,92.86,48.1,77.82
katakamukha,left,69.49,175.65,86.53,174.74,99.55,164.83,109.96,158.25,118.14,155.42,102.54,133.46,117.02,128.57,121.5,141.58,123.74,153.57,91.14,127.46,106.57,119.56,109.81,139.59,111.1,155.03,77.32,124.71,83.67,100.99,89.96,85.09,95.28,69.38,61.83,125.72,55.84,103.41,50.57,89.18,47.26,73.41
katakamukha,left,69.68,174.1,87.53,172.98,100.42,162.43,110.28,155.99,118.65,153.78,102.94,131.11,117.62,126.54,122.13,140.07,124.62,152.03,91.31,124.9,107.5,116.96,110.84,137.27,112.02,152.78,77.43,121.78,84.2,97.62,90.31,81.88,95.31,66.31,61.94,122.71,56.15,100.47,51.28,86.35,48.02,70.62
katakamukha,left,71.58,172.03,89.13,170.63,102.13,161.01,112.54,155.82,121.59,155.81,105.7,128.85,119.32,123.77,123.9,137.71,126.72,150.26,93.82,123.04,110.31,116.5,113.31,137.22,114.38,152.56,79.67,119.96,86.97,96.23,92.78,80.75,97.47,65.32,63.83,120.53,59.39,97.84,55.25,83.93,52.71,68.53
katakamukha,left,72.67,171.1,93.55,172.54,110.63,164.96,121.8,158.64,126.23,153.59,119.61,137.02,128.55,132.29,130.34,145.12,132.3,157.92,106.5,128.08,123.06,121.32,123.26,143.01,121.18,162.72,91.29,122.41,104.78,103.59,112.19,103.85,116.43,104.21,74.11,119.31,73.76,94.69,72.28,78.6,72.48,63.36
katakamukha,left,82.81,174.14,98.87,173.56,113,163.7,123.06,156.91,127.78,153.23,120.65,132.91,135.53,128.36,138.35,141.05,138.31,153.37,109.13,125.14,123.72,115.55,122.95,135.22,119.96,151.39,94.7,120.95,104.3,96.39,112.46,84.16,118.73,72.59,78.09,121.24,73.78,97.94,71.13,83.13,70.43,67.7
katakamukha,left,85.72,172.02,102.55,172.41,117.66,162.45,129.81,155.27,139.97,150.83,122.3,130.13,136.28,124.86,140.5,138.07,142.59,150.75,110.95,121.99,127.73,114.78,129.69,135.23,129.95,151.4,96.78,117.54,105.73,94.18,112.84,78.48,118.58,63.48,80.42,117.3,77.85,95.04,74.47,79.77,72.3,63.57
katakamukha,left,88,172.44,105.22,172.7,120.93,161.45,132.21,152.63,139.98,146.37,126.09,129.64,139.68,123.92,143.36,136.73,145.18,149.12,114.68,121.29,130.68,113.72,132.74,134.06,133.31,150.32,100.24,116.89,108.74,92.85,115.46,76.65,121.32,61.37,83.26,117.29,81.04,94.65,78.04,79.49,76.35,63.27
katakamukha,left,91.01,172.46,110.09,171.68,125.58,159.86,135.93,150.63,142.7,144.43,131.36,129.54,143.92,121.93,148.42,133.81,151.15,145.93,119.36,121.38,135.57,110.81,137.2,130.41,137.26,146.6,104.92,116.87,113.28,92.2,120.7,74.94,127.3,58.63,88.46,116.82,86.47,95.05,84.07,80.85,82.75,65.36
katakamukha,left,67.85,196.3,91.03,201.91,107.19,192.77,113.84,183.8,113.92,175.97,113.65,153.81,125.14,154.18,119.12,175.76,113.81,191.86,96.5,146.77,110.57,138.35,104.9,165.75,100.23,185.47,78.6,141.36,84.64,113.01,90.28,98.05,94.75,81.98,60.87,139.39,56.91,113.56,52.54,98.3,48.74,80.92
katakamukha,left,94.41,172.62,110.56,172.73,125.79,161,136.72,151.3,145.41,144.24,132.13,131.26,142.92,123,147.24,133.84,150.38,144.73,120.91,122.85,136.66,111.73,138.68,130.81,139.52,146.39,107.25,118.01,115.7,94.1,122.71,77.54,129.08,61.87,91.42,117.59,89.52,96.36,87.19,82.78,85.92,68.05
katakamukha,left,94.5,174.53,110.81,174.66,126.15,163.39,135.83,153.74,142.2,146.81,134,134.58,146.03,125.59,150.38,135.45,152.91,146.18,123.16,125.94,139.19,114.04,139.9,132.6,139.22,148.32,109.6,120.47,118.86,96.37,126.93,79.61,134.29,64.22,93.54,119.47,91.97,98.23,90.33,85.29,90.07,71.39
katakamukha,left,94.52,175.16,112.42,175.81,127.39,164.68,136.99,154.54,144.55,146.94,135.84,136.14,147.54,126.96,150.94,137.24,152.24,148.36,124.99,127.35,141.07,115.25,142.31,133.76,142.2,149.81,111.65,121.7,121.14,97.66,129.57,80.25,137.21,64.19,95.68,120.18,94.85,99.35,93.75,86.25,93.81,72.29
katakamukha,left,96.44,173.24,110.37,173.4,125.24,161.2,133.48,150.63,137.37,144.34,128.83,132.7,141.16,123.59,146.1,132.38,149.27,143.26,118.98,124.17,134.51,111.74,136.82,126.3,138.12,140.06,105.89,119.47,114.54,96.91,121.1,82.61,126.84,70.75,89.16,119.42,88.49,98.67,87.3,84.4,86.86,70.25
katakamukha,left,92.38,169.39,107.14,168.39,123.19,154.74,133.95,143.32,141.5,137.27,121.42,126.4,133.79,115.98,138.84,127.96,140.72,141.23,112.17,119.91,126.66,108,131.9,121.26,134.53,132.78,100.01,116.28,107.89,95.05,114.14,86.86,117.55,80.41,84.44,116.37,82.66,95.77,81.45,81.83,80.75,68.61
katakamukha,left,89.23,165.89,105.18,164.21,120.95,149.24,132.83,138.34,143.01,131.99,120.1,120.26,132.33,109.63,136.98,120.93,140.53,132.67,109.13,112.82,124.93,100.56,129.87,118.51,133.08,134.16,95.61,109.39,102.46,84.17,108.48,67.89,114.05,53.38,79.26,111.17,75.86,89.92,72.6,75.43,70.56,60.3
katakamukha,left,80.43,162.91,97.53,159.37,112.84,145,124.98,135.46,136.65,130.72,114.42,116.56,128.58,108.52,135.49,118.02,140.35,128.84,103.37,109.38,120.28,97.23,124.74,113.96,126.98,128.52,89.78,105.69,96.73,80.77,102.44,63.13,107.61,47.2,73.77,106.84,68.44,85.69,63.67,71.63,60.73,56.71
katakamukha,left,77.33,161.5,94.8,157.4,110.79,141.88,123.84,132.5,136.89,129.12,109.94,114.62,124.08,107.05,132.58,116.29,139.7,126.73,99.16,107.76,116.37,96.01,122.09,112.92,125.7,127.48,85.81,104.47,93.4,78.95,99.16,62.26,104.24,47.33,70,106.12,64.17,84.45,58.51,69.75,54.6,54.25
katakamukha,left,76.44,155.38,92.64,154.6,108.46,142.28,122.5,134,133.97,130.59,104.29,114.3,119.31,107,126.08,115.71,132.8,125.74,94.28,107.43,112.79,96.32,119.57,111.4,125.13,126.45,81.37,104.55,89.69,80.05,95.26,64.31,99.89,52.09,65.24,105.94,59.96,84.5,55.04,69.41,51.83,55
katakamukha,left,72.27,182.39,94.67,187.94,116.13,180.26,128.48,175.02,136.71,166.45,121.01,142.95,134.44,130.48,139.24,137.31,145.03,145.47,103.74,134.77,126.81,127.3,129.58,156.19,131.31,182.04,85.04,131.88,98.06,114.62,103.05,117.05,105.93,118.87,66.41,132.61,60.44,116.36,51.78,105.66,46.43,93.39
katakamukha,left,67.14,199.34,90.45,204.16,106.78,194.99,113.65,185.89,112.47,177.85,112.62,154.61,124.99,154.26,118.85,175.04,112.96,190.58,96.09,146.94,108.95,135.69,104.04,162.73,100.33,182.79,78.26,141.88,83.51,113.48,88.96,98.21,93.74,81.61,60.12,140.98,56.08,114.89,53.38,98.95,51.46,80.44
katakamukha,left,69.38,194.51,89.24,202.86,102.47,197.5,104.86,192.28,98.5,183.36,113.5,155.19,123.04,155.1,117.17,175.86,111.62,190.7,96.2,148.39,107.62,138.03,101.68,165.75,97.34,185.41,77.89,143.72,81.72,115.68,88.63,100.39,94.65,83.56,61.02,142.66,55.97,117.88,52.4,102.84,49.34,85.2
katakamukha,left,89.46,177.09,105.92,177.03,124.78,164.04,134.59,149.88,140.96,139.92,136.22,140.24,149.46,132.19,154.23,134.55,155.65,139.78,126.23,128.25,143.04,111.75,143.68,122.63,142.46,134.89,112.55,121.18,124.67,96.81,134.62,78.31,143.94,62.75,95.75,119.96,94.82,100.56,92.81,88.03,91.47,75.59
katakamukha,left,93.39,179.29,109.73,181.03,127.53,169.33,133.59,153.1,135,141.11,141.47,143.23,153.51,134.43,153.95,131.02,150.61,131.68,130.02,129.86,143.74,110.29,140.86,119.63,137.61,131.68,116,121.82,126.06,96.41,134.23,77.49,142.5,62.05,99.66,120.56,96.73,101.07,94.26,89.34,92.57,78.09
katakamukha,left,97.35,184.17,114.42,184.84,130.22,173.22,134.85,158.21,132.31,145,143.35,144.22,153.81,133.38,148.84,133.95,143.55,136.96,131.1,132.53,143.07,111.98,137.49,123.56,133.61,136.08,116.2,125.85,123.95,99.22,128.41,79.3,134.17,61.7,100.04,125.84,93.83,106.79,89,95.29,85.87,83.47
katakamukha,left,100.11,186.81,115.9,188.48,130.99,177.75,134.56,163,129.56,150.46,144.21,148.41,154.13,137.98,147.2,142.39,140.78,147.1,132.12,136.82,144.01,117.55,137.23,131.22,132.8,144.04,117.27,130.41,124.51,103.58,128.86,83.79,134.81,65.86,100.98,130.1,95.03,110.87,89.69,99.53,86.46,87.53
katakamukha,left,107.71,207.38,121.88,212.93,137.67,208.27,141.11,196.1,134.74,183.74,152.36,177.44,164.9,169.47,156.71,172.1,148.95,174.91,141.04,164.01,156.05,146.5,148.3,159.23,143.63,172.57,126.38,156.48,137.06,131.22,142.66,113.26,149.71,97.95,109.39,155.15,107.47,136.45,104.19,124.95,102.62,113.73
katakamukha,left,112.6,206.88,123.34,212.36,136.52,209.32,142.46,202.11,143.68,191.78,156.12,181.92,165.9,175.61,161,175.79,156.22,175.93,144.56,167.41,160.43,151.95,151.87,166.04,145.92,179.21,129.62,158.91,141.15,134.38,148.31,114.9,156.25,97.38,112.83,156.48,111.19,138.34,108.5,127.1,107.45,115.34
katakamukha,left,112.6,206.88,123.34,212.36,136.52,209.32,142.46,202.11,143.68,191.78,156.12,181.92,165.9,175.61,161,175.79,156.22,175.93,144.56,167.41,160.43,151.95,151.87,166.04,145.92,179.21,129.62,158.91,141.15,134.38,148.31,114.9,156.25,97.38,112.83,156.48,111.19,138.34,108.5,127.1,107.45,115.34
katakamukha,left,124.01,176.27,125.38,179.09,126.82,177.43,122.64,175.32,117.05,175.78,134.74,153.81,143.52,146.93,139.36,156.86,136.02,163.58,134.57,150.62,145.56,140.94,140.24,152.89,135.76,161.92,132.17,150.27,141.15,139.12,138.41,148.88,136,156.69,127.41,151.31,127.59,137.51,123.94,132.85,121.73,128.29
katakamukha,left,113.76,188.86,129.23,193.91,142.37,187.26,140.71,176.19,127.84,168.01,148.89,153.38,157.01,151.01,149.3,156.26,143.86,158.56,137.01,141,150.34,123.43,142.17,135.79,137.92,147.51,121.82,133.85,130.43,105.83,133.94,85.75,139.16,68.07,104.8,132.76,101.18,112.55,98.25,99.34,97.71,85.29
katakamukha,left,67.83,196.7,88.53,203.69,102.45,197.35,106.5,191.71,101.77,184.09,112.03,154.23,122.61,154.01,117.05,174.6,111.57,190.07,95.06,147.25,107.17,138.22,102.08,165.61,97.64,185.35,76.9,142.72,81.47,114.61,88.4,98.98,93.77,82.63,59.85,142.36,55.6,117.39,52.47,101.92,49.53,84.33
katakamukha,left,108.15,186.04,121.06,192.41,133.39,184.46,130.63,169.65,119.54,154.71,148.52,149.93,158.32,143.08,148.68,144.81,139.87,146.48,136.92,135.6,147.7,112.95,138.01,121.02,132.72,129.73,121.82,127.76,130.1,96.66,131.91,76.53,135.66,59.18,104.48,126.51,100.88,106.63,97.21,93.53,95.66,80.34
katakamukha,left,103.73,189.43,119.76,190.38,132.07,177.33,128.84,159.17,118.68,144.25,147.79,143.62,157.06,132.61,142.77,133.12,129.19,135.8,134.75,129.54,143.87,106.37,130.65,119.07,122.42,132.55,119.29,121.76,127.38,90.35,128.28,70.51,130.78,53.58,102.28,121.77,96.63,100.5,92.42,87.92,89.91,75
katakamukha,left,106.13,173.06,122.99,177.5,133.78,166.55,131.1,151.38,121.29,138.92,145.66,127.49,155.93,117.82,139.78,128.4,125.82,137.62,131.02,115.64,138.65,92.88,127.96,111.41,123.58,126.24,114.24,109.68,118.34,77.37,117.37,57.7,118.26,38.6,97.27,110.67,89.19,90.1,81.49,76.7,75.53,61.32
katakamukha,left,108.19,165.95,124.34,169.77,136.29,158.54,132.01,142.99,120.48,132.06,144.17,119.55,152.76,107.62,138.61,118.98,125.47,128.72,129.15,106.83,135.2,74.3,125.49,70.84,120.2,67.8,111.99,102.22,116.32,69.19,113.55,54.73,112.3,42.79,95.51,105.19,85.29,83.54,75.46,69.18,68.3,55.4
katakamukha,left,111.57,162.73,129.25,162.27,141.05,148.96,137.35,133.47,125.95,120.99,151.15,108.32,156.9,96.13,140.1,105.76,125.9,114.68,134.2,97.82,139.2,74.7,129.67,95.16,125.75,110.9,115.83,93.93,117.9,61.69,116.02,41.06,116.03,20.64,97.82,97.25,89.01,76.31,81.6,64.26,75.37,50.3
katakamukha,left,115.21,161.4,132.94,160.98,144.81,146.84,142.65,130.59,131.64,116.84,154.49,107.31,161.93,95.78,147.33,102.82,133.76,110.22,138,96.07,143.4,73.01,133.63,92.53,128.32,108.84,119.82,91.82,121.2,59.57,118.59,37.94,117.69,17.5,102.1,95.02,92.76,74.65,85.68,63.12,79.76,49.97
katakamukha,left,117.57,160.93,135.46,161.15,147.62,146.54,144.68,129.82,133.41,117.09,157.41,107.29,164.66,96.49,149.5,103.94,136.24,110.69,141.05,96.44,146.44,73.57,136.78,93.17,132.72,109.02,123.09,92.21,124.56,60.38,121.87,39.08,121.67,18.58,105.35,95.24,96.5,74.19,89.72,61.88,84.39,48.06
katakamukha,left,121.21,161.21,139.16,160.72,151.32,146.74,147.93,130.27,136.6,118.15,159.35,107.92,167.12,95.56,152.46,102.9,139.08,110.65,143.15,97.17,148.49,73.56,138.97,92.66,134.32,109.04,125.56,92.96,126.76,61.01,124.17,39.7,123.61,19.81,108.16,96.01,99.76,74.82,93.67,62.2,88.78,48.23
